X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-75.661,39.796,train,8.608514833509665E-4,61.02417678097335,0.842490936720616
-70.1687,41.2637,train,6.352451457935325E-4,40.35792098709663,0.7443354751682689
-102.546,43.7142,train,7.665371186531539E-4,51.56882801572883,0.8071372902486014
-82.445,35.6031,train,7.133176598055839E-5,8.725805072654358,0.1420001051900731
-70.18,41.2903,train,5.964612112749081E-4,38.2904253136405,0.7221347371101147
-102.2091,43.8668,train,8.815564139488521E-4,63.4410753159959,0.8493395040008063
-77.2396,38.645,train,6.424517846655112E-4,41.17006134937466,0.7482608884950985
-76.3831,38.7675,train,6.925538496645507E-4,44.80688289176049,0.7739349610687327
-76.5414,36.8188,train,6.431661530568616E-4,41.25462446262881,0.7486467021829537
-77.6041,39.0281,train,0.0013677832150264413,99.28187367428646,0.9469578778103683
-76.283333,38.8,train,8.105706644485073E-4,55.82278478814834,0.8245353971196021
-77.0559,38.5588,train,0.0011220606493117134,90.87947023109888,0.9101034471753615
-76.8191,39.0492,train,0.0011464187226802752,92.22013109606968,0.9146839898171826
-70.1129,42.0518,train,7.547197857952273E-4,50.50102858481738,0.8021813439656933
-102.1845,43.847,train,7.618317325359688E-4,51.15911548411248,0.8051790009694888
-76.7892,39.0369,train,0.0010879889552232202,88.02234714431357,0.9032807473866851
-101.9469,43.7647,train,6.310449857688497E-4,40.07252839635038,0.7420195010546721
-75.9631,37.1391,train,5.409756801302752E-4,34.831034777715594,0.6869805523040342
-101.9334,43.7512,train,6.288082613335893E-4,39.918474529502475,0.740777619136593
-102.694,43.5915,train,7.123777898343425E-4,46.50357741263652,0.7833549748659508
-78.8167,38.9167,train,3.399283656498541E-4,24.879112506814717,0.5180118423874064
-77.3024,38.3655,train,6.751074217980668E-4,43.556120796983485,0.7653064288570357
-76.9859,38.9755,train,0.0011388350796985348,91.81261355473998,0.9132834786154231
-86.0616,44.843,train,5.0204646757805835E-5,6.358473176457231,0.10218458640832717
-84.8788,36.9464,train,3.570606059418393E-4,25.774880650773422,0.5354188977989305
-77.1829,38.5826,train,9.760225615806191E-4,74.531695279348,0.8769971573286305
-102.1889,43.7234,train,9.003441494261534E-4,65.38968557887486,0.8552958751302833
-82.4547,35.6058,train,9.701847593375925E-5,11.493257708081568,0.1880377164739403
-76.3775,39.2492,train,9.783464499906727E-4,75.19988722787276,0.8776093457907145
