X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-77.0253,38.6859,train,0.004164016264526653,78.93410620071437,0.9274221732584808
-76.7779,39.0424,train,0.003939270520453791,75.67090899464672,0.9163838549198638
-75.7819,39.0002,train,0.003998138851297193,76.07071154361846,0.9194278633869416
-77.1687,38.967,train,0.006188198977609753,97.76905017759,0.9797219644688604
-77.5891,39.0234,train,0.004931413104390418,90.20071506023052,0.9552432329517921
-76.678,38.8993,train,0.004400054340281691,82.82014987910951,0.9374498422332553
-77.2059,39.4481,train,0.002424022459422755,46.62615935691337,0.7828132467835694
-78.7778,39.6727,train,0.0029824812037114175,57.304487975183605,0.8472259505951197
-76.81436,39.05975,train,0.0033780746788916248,64.03853604762034,0.8809244208572102
-76.8703,39.0307,train,0.004067531370224302,77.28430465253312,0.9228740723603783
-75.6483,39.7873,train,0.0032163027061371335,61.058872520376816,0.8681499033614939
-75.393,40.031,train,0.002909194972091056,56.118468090726644,0.8400076136772204
-83.5429,35.6114,train,8.559829672681764E-4,24.600908540916535,0.4167976560588528
-77.818,39.2238,train,0.004048378942009815,76.87750100180241,0.9219379157956673
-77.7285,39.4481,train,0.001753083831159904,36.36922749572274,0.6685718113785689
-86.0252,46.6616,train,6.169017451802734E-4,19.80817078260953,0.3220036463053082
-78.43344,39.32744,train,0.0042723376815161675,79.79088526925437,0.9322094324232584
-77.7486,39.3781,train,0.002860052209232473,54.67631068265347,0.8349772401987607
-76.1234,39.5223,train,0.00430858604677496,81.0802436960491,0.9337398517292221
-77.0478,38.6989,train,0.005089910433868171,92.22034475883613,0.9594961003243339
-82.445,35.617,train,1.7926154136690042E-4,7.482881573323003,0.10678206433418314
-75.6374,39.7794,train,0.003627126701671897,70.36642561198285,0.898214296497021
-77.0152,38.691,train,0.005144916832199611,92.73480275653311,0.9608755604729601
-76.592,38.4916,train,0.004329361448439884,81.94550031169341,0.9346013705941134
-77.6068,39.0292,train,0.0035482580069956422,67.85236583935087,0.8930295642755623
-81.4188,39.391,train,0.0019215392809271512,38.06071602282463,0.7019403271430074
-83.0602,35.5917,train,8.653054829173348E-4,24.82014270968408,0.4202125680243365
-81.5865,38.4136,train,5.796575398426116E-4,19.3345589631475,0.30590859281116456
-77.2784,39.4026,train,0.0022226391950361133,42.697384941923694,0.7534369562403052
-79.4907,39.118,train,4.910768913237173E-4,16.7129697165862,0.2660767316420599
-76.8665,39.2054,train,0.002597670613910815,50.88922398219033,0.8053176928165162
-76.6455,38.7193,train,0.003246032940464596,61.70638345885088,0.8705962616054341
-75.7183,39.2442,train,0.002004920590908004,39.32265683941796,0.717192011963083
-75.829,39.6693,train,0.003212963212796941,60.73748167406314,0.8678722393053353
-74.5141,40.714,train,7.880996858818719E-4,23.630113229656676,0.3913174634341723
-76.9376,38.9968,train,0.005080643365809655,91.71153446465591,0.9592589579338479
-76.5175,38.536,train,0.0034008546910997872,65.04738156229419,0.8826209683803935
-85.9373,37.2508,train,7.425937112982108E-5,3.9076458293058547,0.04570193874798256
-76.0693,38.9109,train,0.00213927622752202,41.81619956589913,0.7401429446374197
-77.0138,38.6857,train,0.0037761192501178224,73.34962482642484,0.907332970579607
-78.6101,38.1347,train,8.2395670467376E-4,24.066937791973547,0.4049122092100803
-77.2628,38.9397,train,0.003719674277650946,71.84380938015548,0.903978714146099
-77.3018,38.3656,train,0.0019751384108715113,38.90763704798035,0.7118361400189244
-76.673,38.8719,train,0.004628803292871669,87.33917717496782,0.9458439444077965
-77.7534,39.3441,train,0.00229079713130726,44.270704866719235,0.7637992559815189
-77.6644,39.3249,train,0.004482921718291571,84.5969380265535,0.9406313103999251
-77.196,38.5528,train,0.002861125176105916,54.96055999181207,0.8350887428347724
-78.2386,39.6884,train,0.0020628499635528667,40.54377774390356,0.727326274317727
-77.5507,39.2842,train,0.0035358395648911085,67.14307265838427,0.8921894614355953
-76.1768,39.3115,train,0.0037392763911242555,72.21758663719191,0.9051571163070369
-78.46,39.3314,train,0.003770954847029194,72.59537311905073,0.9070310075703419
-78.0847,39.6851,train,0.0026369423629615963,51.415984438884834,0.8100748503987633
-76.4029,38.389,train,0.003601481791780607,69.28243236204604,0.8965566099921288
-81.4187,39.417,train,0.002021959809001163,39.78732142319065,0.7202113681803374
-81.2041,39.4068,train,0.002217237260158041,42.618203946533775,0.7525964939963837
-77.246,39.0011,train,0.0024085812732902528,46.38328004718245,0.7806903462331124
-77.0722,38.6757,train,0.0043397261980811985,82.33116223097852,0.9350269809366466
-76.9308,38.9869,train,0.005659578663650463,95.96310300851326,0.9717091241589035
-77.7007,38.857,train,0.0026452567119115322,51.6803304406769,0.8110669965119102
-76.7149,38.7807,train,0.003612777907609807,70.00371278136964,0.8972900917791631
-77.4697,39.0979,train,0.0048943679965053576,89.70754421861433,0.9541864918850501
-77.7052,38.8246,train,0.002055208586394269,40.33748135341184,0.7260105577188798
-76.6988,38.5291,train,0.005194019488830342,93.25422892561677,0.9620672287869554
-83.2126,35.7742,train,5.059229454782995E-4,17.131532043936275,0.2729085170840463
-77.8154,39.5875,train,0.0023234950207933467,45.195602465481244,0.768614714396592
-76.6116,38.2657,train,0.0040195863927452785,76.47261038746144,0.920509132050893
-76.9176,39.2128,train,0.003016597659565228,57.60611640688378,0.8504742554917375
-78.5615,39.0942,train,0.001926047484846593,38.139992557156546,0.7027855903735032
-76.416,39.0321,train,0.003171432109962056,59.461700289081534,0.8643698636606346
-76.6342,38.9997,train,0.004670010963734439,88.26950760748616,0.9472316655530566
-83.3809,35.7081,train,0.001057937788225575,27.932351354736564,0.48646713346721504
-76.3672,38.9,train,0.0014369793225941824,33.029535595181045,0.5955455164679742
-77.3395,39.0688,train,0.0026299609266972153,51.152250084271365,0.8092377369148537
-78.5689,39.6202,train,0.0022563581195423244,44.0413855163448,0.7586189772510066
-75.9138,39.5763,train,0.0025895593482938304,50.629445124254914,0.8043203904194625
-83.0713,35.5857,train,0.0014492018608697982,33.073818121709635,0.5986476603954342
-77.2279,38.9831,train,0.0029436016336460897,56.41282795504954,0.8434380201641605
-77.8064,39.4869,train,0.0023001151995941205,44.500616997114484,0.7651816596840529
-75.9198,36.6834,train,1.910478878009921E-4,7.753545098114976,0.1133894112876912
-76.4306,38.2602,train,0.002524048790762303,48.84286559294546,0.7960761499943085
